benchmarkName time maxStates maxTransitions
cm_1_1_10_dp_x-repair-po-5.dft 0 16 30
cm_1_1_10_sp_x-repair-po-5.dft 0 16 30
cm_1_1_11_dp_x-repair-po-5.dft 1 16 30
cm_1_1_11_sp_x-repair-po-5.dft 0 16 30
cm_1_1_12_dp_x-repair-po-5.dft 1 16 30
cm_1_1_12_sp_x-repair-po-5.dft nan nan nan
cm_1_1_13_sp_x-repair-po-5.dft 3 16 30
cm_1_1_14_sp_x-repair-po-5.dft 1 16 30
cm_1_1_2_dp_x-repair-po-5.dft 1 76 188
cm_1_1_2_sp_x-repair-po-5.dft 0 76 188
cm_1_1_3_dp_x-repair-po-5.dft 3 307 905
cm_1_1_3_sp_x-repair-po-5.dft 4 307 905
cm_1_1_4_dp_x-repair-po-5.dft 46 3184 12188
cm_1_1_4_sp_x-repair-po-5.dft 47 3184 12188
cm_1_1_5_dp_x-repair-po-5.dft 234 12460 53586
cm_1_1_5_sp_x-repair-po-5.dft 265 12460 53586
cm_1_1_6_dp_x-repair-po-5.dft 2 16 30
cm_1_1_6_sp_x-repair-po-5.dft 0 16 30
cm_1_1_7_dp_x-repair-po-5.dft 0 16 30
cm_1_1_7_sp_x-repair-po-5.dft nan nan nan
cm_1_1_8_dp_x-repair-po-5.dft 2 16 30
cm_1_1_8_sp_x-repair-po-5.dft 4 16 30
cm_1_1_9_dp_x-repair-po-5.dft 2 16 30
cm_1_1_9_sp_x-repair-po-5.dft 2 16 30
cm_2_1_2_dp_x-repair-po-5.dft 2 76 188
cm_2_1_2_sp_x-repair-po-5.dft 2 76 188
cm_2_1_3_dp_x-repair-po-5.dft 7 307 905
cm_2_1_3_sp_x-repair-po-5.dft 9 307 905
cm_2_1_4_dp_x-repair-po-5.dft 92 3184 12188
cm_2_1_4_sp_x-repair-po-5.dft 92 3184 12188
cm_2_2_2_dp_x-repair-po-5.dft 3 76 188
cm_2_2_2_sp_x-repair-po-5.dft 2 76 188
cm_2_2_3_dp_x-repair-po-5.dft 9 307 905
cm_2_2_3_sp_x-repair-po-5.dft 9 307 905
cm_2_2_4_dp_x-repair-po-5.dft 121 3184 12188
cm_2_2_4_sp_x-repair-po-5.dft 91 3184 12188
cm_3_1_2_dp_x-repair-po-5.dft 4 76 188
cm_3_1_2_sp_x-repair-po-5.dft 3 76 188
cm_3_1_3_dp_x-repair-po-5.dft 10 307 905
cm_3_1_3_sp_x-repair-po-5.dft 11 307 905
cm_3_1_4_dp_x-repair-po-5.dft 149 3184 12188
cm_3_1_4_sp_x-repair-po-5.dft 138 3184 12188
cm_3_2_2_dp_x-repair-po-5.dft 3 76 188
cm_3_2_2_sp_x-repair-po-5.dft 2 76 188
cm_3_2_3_dp_x-repair-po-5.dft 12 307 905
cm_3_2_3_sp_x-repair-po-5.dft 14 307 905
cm_3_2_4_dp_x-repair-po-5.dft 137 3184 12188
cm_3_2_4_sp_x-repair-po-5.dft 138 3184 12188
cm_3_3_2_dp_x-repair-po-5.dft 4 76 188
cm_3_3_2_sp_x-repair-po-5.dft 5 76 188
cm_3_3_3_dp_x-repair-po-5.dft 12 307 905
cm_3_3_3_sp_x-repair-po-5.dft 12 307 905
cm_3_3_4_dp_x-repair-po-5.dft 136 3184 12188
cm_3_3_4_sp_x-repair-po-5.dft 137 3184 12188
