benchmarkName time removedStates removedTransitions CleanMinimizer FinalStateMinimizer OrthogonalPartitionRefinementMinimizer PartitionRefinementMinimizer
hecs_1_1-repair-po-4.dft 13 0 2 0 0 0 0
hecs_2_1-repair-po-4.dft 25 0 4 0 0 0 0
hecs_2_2-repair-po-4.dft 44 0 4 0 0 0 0
hecs_3_1-repair-po-4.dft 39 0 6 0 0 0 0
hecs_3_3-repair-po-4.dft 35 0 6 0 0 0 0
hecs_4_1-repair-po-4.dft 48 0 8 0 0 0 0
hecs_4_2-repair-po-4.dft 48 0 8 0 0 0 0
hecs_4_3-repair-po-4.dft 48 0 8 0 0 0 0
hecs_4_4-repair-po-4.dft 47 0 8 0 0 0 0
hecs_5_1-repair-po-4.dft 59 0 10 0 0 0 0
hecs_5_5-repair-po-4.dft 60 0 10 0 0 0 0
hecs_6_1-repair-po-4.dft 72 0 12 0 0 0 0
hecs_6_6-repair-po-4.dft 72 0 12 0 0 0 0
hecs_7_1-repair-po-4.dft 83 0 14 0 0 0 0
hecs_7_7-repair-po-4.dft 83 0 14 0 0 0 0
hecs_8_1-repair-po-4.dft 97 0 16 0 0 0 0
hecs_8_8-repair-po-4.dft 94 0 16 0 0 0 0
