benchmarkName time countModules countTrimmedModules maxModuleSize maxModuleRaSize raSize
rc.1-1-hc-repair-po-4.dft 240 35 33 10 15 90
rc.1-1-sc-repair-po-4.dft 88 15 14 10 6 6
rc.1-10-hc-repair-po-4.dft 1800000 45 34 10 15 N/A
rc.1-10-sc-repair-po-4.dft 1800000 25 15 10 6 N/A
rc.1-15-hc-repair-po-4.dft 1800000 50 34 10 15 N/A
rc.1-15-sc-repair-po-4.dft 1200000 30 15 10 6 N/A
rc.1-2-hc-repair-po-4.dft 398 37 34 10 15 540
rc.1-2-sc-repair-po-4.dft 132 17 15 10 6 36
rc.1-20-hc-repair-po-4.dft 1800000 55 34 10 15 N/A
rc.1-20-sc-repair-po-4.dft 1800000 35 15 10 6 N/A
rc.1-25-hc-repair-po-4.dft 1800000 60 34 10 15 N/A
rc.1-25-sc-repair-po-4.dft 1800000 40 15 10 6 N/A
rc.1-3-hc-repair-po-4.dft 1630 38 34 10 15 3240
rc.1-3-sc-repair-po-4.dft 217 18 15 10 6 216
rc.1-30-hc-repair-po-4.dft 1800000 65 34 10 15 N/A
rc.1-30-sc-repair-po-4.dft 1800000 45 15 10 6 N/A
rc.1-4-hc-repair-po-4.dft 6719 39 34 10 15 19440
rc.1-4-sc-repair-po-4.dft 532 19 15 10 6 1296
rc.1-5-hc-repair-po-4.dft 41573 40 34 10 15 116640
rc.1-5-sc-repair-po-4.dft 2384 20 15 10 6 7776
rc.10-1-hc-repair-po-4.dft 1122 135 133 10 15 90
rc.10-1-sc-repair-po-4.dft 695 115 114 10 6 6
rc.10-10-hc-repair-po-4.dft 1800000 145 134 10 15 N/A
rc.10-10-sc-repair-po-4.dft 1800000 125 115 10 6 N/A
rc.15-1-hc-repair-po-4.dft 2381 190 188 10 15 90
rc.15-1-sc-repair-po-4.dft 1343 170 169 10 6 6
rc.15-15-hc-repair-po-4.dft 1800000 205 189 10 15 N/A
rc.15-15-sc-repair-po-4.dft 1800000 185 170 10 6 N/A
rc.2-1-hc-repair-po-4.dft 294 47 45 10 15 90
rc.2-1-sc-repair-po-4.dft 111 27 26 10 6 6
rc.2-2-hc-repair-po-4.dft 470 49 46 10 15 540
rc.2-2-sc-repair-po-4.dft 177 29 27 10 6 36
rc.2-3-hc-repair-po-4.dft 1242 50 46 10 15 3240
rc.2-3-sc-repair-po-4.dft 272 30 27 10 6 216
rc.2-4-hc-repair-po-4.dft 6107 51 46 10 15 19440
rc.2-4-sc-repair-po-4.dft 591 31 27 10 6 1296
rc.20-1-hc-repair-po-4.dft 3008 245 243 10 15 90
rc.20-1-sc-repair-po-4.dft 2281 225 224 10 6 6
rc.20-20-hc-repair-po-4.dft 1800000 265 244 10 15 N/A
rc.20-20-sc-repair-po-4.dft 1800000 245 225 10 6 N/A
rc.25-1-hc-repair-po-4.dft 4659 300 298 10 15 90
rc.25-1-sc-repair-po-4.dft 3408 280 279 10 6 6
rc.25-25-hc-repair-po-4.dft 1800000 325 299 10 15 N/A
rc.25-25-sc-repair-po-4.dft 1800000 305 280 10 6 N/A
rc.3-1-hc-repair-po-4.dft 395 58 56 10 15 90
rc.3-1-sc-repair-po-4.dft 152 38 37 10 6 6
rc.3-2-hc-repair-po-4.dft 621 60 57 10 15 540
rc.3-2-sc-repair-po-4.dft 234 40 38 10 6 36
rc.3-3-hc-repair-po-4.dft 1317 61 57 10 15 3240
rc.3-3-sc-repair-po-4.dft 339 41 38 10 6 216
rc.3-4-hc-repair-po-4.dft 6256 62 57 10 15 19440
rc.3-4-sc-repair-po-4.dft 696 42 38 10 6 1296
rc.30-1-hc-repair-po-4.dft 5682 355 353 10 15 90
rc.30-1-sc-repair-po-4.dft 4730 335 334 10 6 6
rc.30-30-hc-repair-po-4.dft 1800000 385 354 10 15 N/A
rc.30-30-sc-repair-po-4.dft 1800000 365 335 10 6 N/A
rc.4-1-hc-repair-po-4.dft 438 69 67 10 15 90
rc.4-1-sc-repair-po-4.dft 205 49 48 10 6 6
rc.4-2-hc-repair-po-4.dft 645 71 68 10 15 540
rc.4-2-sc-repair-po-4.dft 291 51 49 10 6 36
rc.4-3-hc-repair-po-4.dft 1431 72 68 10 15 3240
rc.4-3-sc-repair-po-4.dft 438 52 49 10 6 216
rc.4-4-hc-repair-po-4.dft 6398 73 68 10 15 19440
rc.4-4-sc-repair-po-4.dft 758 53 49 10 6 1296
rc.5-1-hc-repair-po-4.dft 520 80 78 10 15 90
rc.5-1-sc-repair-po-4.dft 263 60 59 10 6 6
rc.5-5-hc-repair-po-4.dft 42390 85 79 10 15 116640
rc.5-5-sc-repair-po-4.dft 2721 65 60 10 6 7776
